Column1;userName;content;score;reviewCreatedVersion
1509;menip;saya gasuka ya kalo pas lagi butuh banget buka appsnya, dipaksa buat update, kalo gaupdate appnya gabisa dibuka, padahal lagi butuh cepet;2;1.0.60
1534;jefry hutapea;Habis update aplikasi malah ga bisa login. Login dari PC bisa.;2;1.0.58
1546;Yogi Arfiansya WLS;Proses Penarikan dan juga proses deposit lama. Maap kasih bintang 2;2;1.0.57
1556;Matheus Felix;Tidak dapat melihat portofolio sbn dari dalam aplikasi;2;1.0.57
1571;Adi Kurnia Nugroho;saya udah nabung, dari tanggal 5 Juni gak masuk-masuk juga dananya. statusnya proses pembelian terus. payah juga ini.;2;1.0.55
1576;Julit Angeline;Since few days ago, I've tried to log in..but failed...I also have deleted and reinstalled the app of bareksa but it still fails until now..;2;1.0.55
1577;Meitasari Aries;Kenapa sy tidak bisa jual reksadana? Pas mau jual selalu kembali ke halaman awal;2;1.0.52
1597;Ge business card;Filter nya ngaco ya. Search nya ga ada historynya. Bookmark nya gausah pake alert bisa?. Bintang dua dulu, kalo udh bisa semua binttang lima..;2;
1638;A Google user;Aplikasinya kalah dengan pesaingnya, terlalu konvensional, bayar pakai ovo masih sering stuck;2;1.0.42
1662;A Google user;Setelah diupdate.. pada portofolio sudah tidak ditampilkan average buy price. point penting yang malah dihilangkan di portofolio.. Kemudian portofolio untuk RD tidak bisa lsng link ke detail RD bersangkutan.untuk mau tahu detail RD hrs kembali lg ke bagian pencarian dan ketik ulang nama RD yang diinginkan.. really wasting time! This app really need so many improvements .;2;1.0.41
1698;A Google user;Tidak dapat filter seperti fungsi pada website. Fungsi untuk penggunaan aplikasi di handphone sangat terbatas.;2;1.0.36
1718;A Google user;Trims respon cepatnya. yang saya maksudkan adalah detail mutasi untuk masing2 portfolio/investasi. Perbulan atau per tgl atau per range tanggal dapat berapa, debit/kredit. Kalau skrg yang ada hanya total global saja. Coba pelajari dari fitur app Ipotku;2;1.0.35
1724;A Google user;Versi 1.0.35 di detil transaksi koq ga ada lagi info unit hasil pembelian?;2;1.0.35
1799;A Google user;Sudah konfirmasi email tapi belum bisa transaksi dan harus nunggu proses verifikasi yang lama.;2;1.0.28
1803;A Google user;I was find, Once of my RD, NAB was different value between portofolio, watchlist, and detail product. After asking to CS by WA chat, they said NAB from watchlist was not updated and they request for fixing to re-updated my apps, even i use the new one, than i need to open desktop format to know the real NAB 😕;2;1.0.28
1809;A Google user;aplikasi sgt tidak rekomendasi buat berinvestasi, saat mengalami kesulitan ada cust service, tapi csnya sangat lemot responya;2;1.0.27
1817;A Google user;Kenapa gak bisa buka akun. Mau klik lanjutkan gak bisa. Padahal sudah pakai wifi;2;1.0.23
1874;A Google user;Ayo UX designernya cobain pake app flip atau kitabisa supaya dpt inspirasi;2;
1888;A Google user;Masih banyak bug... Jadi ragu untuk investasi. Baru buka app, muncul lambang finger pring on display tapi aplikasi bisa di buka tanpa fingerprint.;2;1.0.18
1914;A Google user;Aplikasi payah slow respon;2;1.0.16
1934;A Google user;Dana hasil penjualan tidak cair lebih dari +7 hari bursa. Tidak sesuai ekspektasi ...;2;
1935;A Google user;tampilan jelek dan error ketika mau jual portfolio. make aplikasi cuma 2 minggu doang.;2;1.0.15
1936;A Google user;Mau daftar dan saat isi email katanya email sdh terdaftar padahal belum pernah buat akun. Ngga jadi buat akun deh. Perbaiki dulu;2;1.0.14
1965;A Google user;Cant login;2;1.0.15
1978;A Google user;please use pin or what to re-open the apps, if the handphone has fingerprint security and we push the cancel button, the security of fingerprint is dissapear and we still access apps without security.. not usefull if you use this method .. i try it with my handphone Samsung A50;2;1.0.14
1995;A Google user;can't login. please fix it;2;1.0.14
2012;A Google user;tidak bisa login, sudah daftar tapi tak bisa login. tolong diperbaiki;2;1.0.13
2023;A Google user;pembayaran mesti di permudah;2;1.0.13
2032;A Google user;masih ga bisa log in setelah ada update;2;1.0.12
2038;A Google user;not good cannot login on the apps while i can login easily on the website i tried to forgot password but the email still not coming now;2;
2050;A Google user;mau verifikasi akun tapi kodenya baru diterima 30 menit kemudian. pas udah di input gabisa karena expired kodenya. gitu aja terus🙄🙄;2;1.0.12
2055;A Google user;servis kurang cepat;2;1.0.12
2057;A Google user;aplikasi selalu force closed ketika login;2;1.0.12
2067;A Google user;Setahun pake gak pernah ada masalah, sekarang malah gak bisa login, tiap coba login langsung keluar sendiri appnya;2;1.0.12
2069;A Google user;proses dari pembelian saham hingga disetujui sangat lama. 👎;2;1.0.12
2071;A Google user;setelah update terakhir selalu muncul koneksi terputus, sudah coba sign-out dan sign-in kembali tetap sama. mohon diperbaiki, trims.;2;1.0.12
2084;A Google user;Saya baru install 2 mingguan lah buat beli produk reksadana, tapi saya perhatikan setiap sabtu minggu ini apps performancenya parah. Seperti hari ini tgl 2 maret 2019 gk bisa connect. Pagi, siang, sore, gak bisa connect. Mungkin traffic di weekend membludak?;2;1.0.11
2086;A Google user;"pertamanya ok,mulau daftar,kemudian beli reksadananya. tapi saat saya coba jual reksadana saya buat uji coba,kok susah ya dikasih token via sms,tp sampainya lama, begitu masuk nmr tokennya,saya masukkan,kemudian klik jual,yang muncul malah ""token yang anda masukkan salah"" padahal itu jelas2 angka2 yang disms pihak bareksa. sungguh luar biasa, untung baru 100ribu buat coba2";2;1.0.11
2089;A Google user;kok di hp saya asus zenfone max pro m2 setelah login aplikasi stopped ya? mohon di cek;2;1.0.11
2092;A Google user;otp tidak diterima saat pendaftaran, lama banget;2;1.0.11
2106;A Google user;Bisa daftar tapi tidak bisa login di app, setiap pencet login - aplikasi langsung error dan keluar dengan sendirinya;2;1.0.11
2109;A Google user;Saya sudah daftar beberapa minggu yg lalu dan belum diverifikasi sampe sekarang;2;1.0.11
2110;A Google user;finger auth lelet bgt;2;1.0.10
2113;A Google user;di tariknya bisa kapan saja? atau 1tahum sekali mohon gambaranya.bintang dua dulu kalo membantu kasih bintang tujuh wes ewes bablas uangne;2;
2122;A Google user;setelah update kenapa muncul konfirmasi fingerprint tp tidak bisa diakses sama sekali;2;1.0.11
2149;A Google user;Mohon respon Bareksa atas transaksi2 dipercepat penyelesaiannya, disesuaikan lagi sama aturan yg dibikin sendiri, masa transaksi sebelum jam 13.00 pun masih besoknya diapprove, tolong ditingkatkan lagi;2;1.0.11
2152;A Google user;pengen pake tp pilihan transfer bank cuman BCA;2;1.0.11
2170;A Google user;Tolong donk kan ngaa semua p3makai app punya fungsi finger print......tlg segera di perbaiki;2;
2172;A Google user;Gabisa liat portfolio sama sekali, disuruh segarkan ulang terus, tapi tetep aja gabisa2;2;1.0.10
2173;A Google user;Udah daftar seminggu lalu, sampe sekarang belom dikonfirmasi ga bisa login juga.. Mau daftar ulang juga ga bisa. Keterangannya sih sedang proses tp lama ditunggu layarnya gitu2 aja;2;1.0.10
2174;A Google user;Nyesel update, gak bisa buka aplikasi. Harus konfirmasi fingerprint. HP saya gak support fingerprint. Sangat disayangkan..;2;1.0.10
2176;A Google user;Belum tertarik buat invest;2;1.0.6
2179;A Google user;Paa dibuka kok muncul konfirmasi fingerprint ya? Terus gimana hilangkannya? Sekarang sama sekali gak bisa dipakai aplikasinya.;2;1.0.9
2191;A Google user;Knp ini force close trz?? Tolong diperbaiki;2;
2193;A Google user;Fitur fingerprintnya belum jelas;2;1.0.8
2197;A Google user;Apaan sik abis upgrade ke ver 1.0.8 malah gabisa dibuka, force close mulu! Benerin dong... Its good app by the way but maybe need some button to manage switch product, add a chart and since its contain personal info better create auto log-off upon sometimes not used to prevent stolen data;2;1.0.8
2208;A Google user;saat registrasi tidak bisa upload ktp;2;1.0.6
2209;A Google user;kok paa daftar ga ada pemberitahuan udh terdaftar apa belum gimana dong;2;1.0.6
2212;A Google user;Kenapa saat kirim sms verifikasi sangat lama sekali y ?;2;1.0.6
2219;A Google user;Pembayaran hanya bisa transfer manual BCA, diharapkan pake dikasi berita nomer transaksi segala, pdhl transfer di atm blm tentu bs dikasi berita transaksi, yg punya rekening selain BCA terpaksa kena fee transfer beda bank, please pake virtual account macem2 bank donk! Transaksi br bs terproses lebih dari 3 hari. Data rekening investor cm bisa 1 macam saja, menggantinya harus menunggu konfirmasi, pdhl kl withdraw dgn rekening yg beda dgn bank custodynya kena fee transfer lagi. Profil investor yg terupdate di web koq ga sama dgn yg di app? Adminnya terkesan kurang responsif sm review app nya juga. Sebenernya bareksa termasuk app yg bagus, tp banyak hal2 sepele yg diremehkan oleh developer.;2;1.0.6
2287;A Google user;Please fix it, saya ga bisa daftar baru, pada step 1 klik Lanjutkan, aplikasi tidak merespon apapun, akan sangat membantu jika saya bisa daftar akun baru karena saya mau investasi;2;1.0.5
2291;A Google user;Tidak bisa daftar akun. Sudah selesai isi profil namun di klik tombol lanjut tidak ada respon. Mohon perbaiki.;2;1.0.5
2292;A Google user;I cannot even sign up neither using app nor using the main website. I have reinstalled and nothing works. How people is going use the app since the main problem is the sign in  page ?;2;1.0.5
2295;A Google user;BUG in the SIGN IN section. I could not complete the required data, as the apps was not able to move to the next section, though i try it several time. Bit annoying for me, cause i think that section is fundamental. You can get user, if only they can do sign in;2;1.0.5
2321;A Google user;Udah coba daftar via app ini 2 kali tp masih aja dibilang ga terdaftar. Email ke support juga dibilang ga terdaftar. Padahal setelah daftar disuruh tgg verifikasi. Tp udah seminggu ga juga eh dibilang ga terdaftar. Mohon diperiksa proses pendaftaran via app.;2;
2324;A Google user;Saya sudah install dan daftar baru tapi sudah 1x24 jam belum terima konfirmasi daftar sehinggga tidak bisa masuk application. Jadi meragukan ini aplikasi di maintain sama admin atau tidak sih.;2;1.0.4
2355;A Google user;Crash di SAMSUNG J7 Pro ketika meminta kode sms saat mendaftar.  (SELESAI)  #Update Sudah melakukan pendaftaran di aplikasi tetapi data tidak masuk ke server... pdhl tulisannya tunggu 1×24jam untuk verify tapi tidak ada balasan, email pun juga tidak ada yg masuk.;2;1.0.2
2356;A Google user;Saya coba daftar online hingga proses selesai, tetapi app crash tidak ada lanjutan. Padahal semua informasi sdh dimasukkan.;2;1.0.2
0;Fuad Dhiyavia;niatnya ingin membeli sbn melalui bareksa karena rekening cimb niaga bisa untuk menerima coupon, tetapi saat mendaftarkan rekening hanya ada pilihan cimb niaga syariah(SYARIAH) sehingga saat ingin mendaftar sbn rekening saya tidak bisa didaftarkan padahal rekening niaga saya bukan syariah;3;2.5.0
3;Bagus Guntur Farisa;Robo Advisor-nya kalau bisa pilih mode syariah-only kayanya bakal lebih sip.;3;2.3.0
19;Gungdiahthata;Beli SBN lancar dan mudah TAPI mengapa belum ada informasi apakah sudah ditransfer kupon/imbal hasil kita? berapa kali sudah dibayarkan imbal hasil kita? Apa caranya hanya cek mutasi rekening saja?;3;2.3.0
27;April K;After several complaints, i update my review. Issues of otp can be solved if you update the app. Hope it helps others.;3;2.3.0
37;Rendi Rosandi;banyak eror loading page ketika akan transaksi emas dan reksadana;3;2.2.0
49;Cynthia Edrika;Sdh isi email Selalu dikomen format email salah Gimana ya;3;2.2.0
55;Mayang Putri;Sebelum diupdate oke banget ni aplikasi. Setelah diupdate memang jadi banyak fitur tapi malah sering crash.;3;
65;stefani febrina;Nggak bisa transaksi sama sekali pake aplikasi Bareksa di hp Samsung A5 2015. Begitu masuk ke metode pembayaran, langsung blank. Udah refresh, udah update, tetep blank. Via website Bareksa malah lebih mudah transaksinya, cepet, ngga pake ngeblank2, ngga pake ngerefresh2. Thank you buat website-nya! Untuk aplikasi tolong dibikin lebih friendly supaya tetep bisa pake hp jadul untuk bertransaksi. Thank you.;3;2.1.0
69;obin kuni;Cuma 1 konsen gw selama ini, Top up tolong bisa pake gopay/ VA BCA (free / 1.000) masih dimaklumkan. Jadi males invest kecil' di bareksa. Soalnya saya ga pake OVO ...;3;2.1.0
85;Felix Tunggiono;"Bareksa di appnya tambahin juga fitur buat lihat graph informasi dividend adjusted&unadjusted, max drawdown, riwayat jadwal pembagian dividend, dan expense ratio-nya dong~, plus kalau bisa User-Interfacenya dibuat lebih ""cerah"" seperti Bibit, disini berasa seperti lebih kearah orang tua~";3;2.0.0
90;Budiyanto SE;Proses pembelian portofolio terlalu lama;3;2.0.0
111;trio agam setiawan;Sejak oktober 2021 saya blm bisa menambahkan nomor rekening baru untuk pencairan baik melalui aplikasi, email cs, call center. Kapan ya bisa dilakukan?;3;
136;Yudhistira Aldista Putra Mirza;Fund factsheet banyak tidak update. Harus ke website MI untuk cek portofolio terbaru;3;1.10.11
149;Maulana Yusuf;Buat yang nyimpen duit trus mau di ambil dadakan. Pikir² ulang deh. Pencairan nya cukup lama. 2-7 hari Pembelian nya juga lumayan lama nunggunya.;3;1.10.11
170;Kadek Wiryawan;Update lambat, cek portofolio hari ini masih menampilkan harga 3 hari yang lalu..;3;1.10.11
220;Hans Pratyaksa;Setelah update. Aplikasi menjadi berat. Gagal load. Sering force close. Mohon segera diperbaiki. Terima kasih;3;1.10.10
231;Widya Airlangga;Unable to login and loading login page takes forever after the update. Please fix (Mi 10t pro). Edited: problem occurred when using wifi. Solved by using gsm signal.;3;1.10.10
239;Prada A.;Ini yg versi terbaru kenapa y? Awalnya sy belum update versi terbaru, lalu coba buka app nya. Tapi yg tampil splash screen-nya aja, freeze aja terus kyk gitu. Stlh saya update, mslhnya masih berlanjut. Sy gak bisa akses appnya samsek.;3;1.10.6
265;Dina Mayana;ngebug.;3;1.9.9
282;Ghaniy Nugrahantoro;Alasan pake sudah terlanjur sejak 2018, males pindah ke yang lain. Untuk fitur biasa aja, karena saya sudah paham dunia investasi. Saran : mungkin lebih bermanfaat bila ada opsi pembelian saham secara langsung seperti aplikasi sekuritas saham (jadi sekuritas saham aja kak) dan perbanyak reksadananya.;3;1.9.9
306;Mohamad Rizky;Aplikasi nya gimna si ini. Ngeliat histori transaksi jual beli nya ko kosong smua? Stlah d update yg terbaru;3;1.9.9
307;alga budi pratama;Tolong untuk batasan saldo minimal nya kalo bisa di hilang kan 😂 anjir rasanya kek nabung di bank , kudu wajib ada yg ngendok direkening duidnya;3;
321;Anaw Aitesa;Nyangkut di pendaftaran bagian potret E-KTP, setelah beberapa kali potret tetap blur karena terlalu dekat.;3;1.9.3
326;chang ming;Aplikasinya sih oke. Cm mungkin CS chat nya harus lebih di-upgrade ya. Untuk respons 1 pertanyaan aja bs butuh 15-30 menit. Tidak solve problem pula, akhirnya tetap harus telp lsg ke CS.;3;1.9.3
327;nurhandi djamada;NAB tak naik2.. Posisi minus;3;
335;Ardissa Puji Susanto;Hampir bagus, tinggal support dana sama fee Briva masih kena fee;3;1.9.3
354;Dinda Faridha;Saat akan ubah rekening, pilihan banknya kok belum ada BSI, yang terdaftar masih bank2 syariah lama. Tidak update.;3;1.8.4
396;Karno Sutiyono;Semoga kedepannya pembayaran Via VA-nya digratiskan.;3;1.7.10
397;L D;Susah foto ktp malah stuck layarnya ga bisa di gerakin ke objek.;3;1.7.10
410;Shobah;Halo Bareksa, kenapa bank BSI belum muncul di aplikasi?;3;1.7.10
422;Tobias Tan;Paling telat update NAB, kadang jam 12 malam, kadang sampai berhari-hari baru update. Coba belajar ke Bibit, jam 8 malam sudah bisa lihat NAB hari itu.;3;1.7.10
447;Rizqi Dwi Kurnianto;Pengalaman setelah menggunakan bareksa selama satu tahun, overall hanya cukup dan cemderung kurang memuaskan. Plusnya, memang pilihan reksadana sangat beragam dengan imbal hasil lumayan. Tetapi minusnya, butuh waktu yang lama untuk update harga NAB baru, harus menunggu sampe besok harinya setelah penutupan (dibanding marketplace sebelah yang jam 10 kurang sudah ada update) dan biaya pembelian menggunakan VA yang lumayan untuk retail dengan investasi yang kecil (rp 3100 lumayan bro);3;1.7.10
464;Eil Raunay;Bareksa app has come a long way, yet it's only the UI evolved. You guys need to implement a feature that is standard for every investment app today. I'm talking about 2FA using authenticator app. The UI is good enough now, yet i think i will like it more if it has a dark mode. Dark mode will preserve the battery more for me, and it's also easier to look at when i'm on dimly lit places.;3;1.7.10
489;Gigih Unggul Wahyu Nur Pratomo;Unable to register. After the final step, nothing happen;3;1.7.6
558;Febi Mettasari;"Sebenernya aplikasi bagus, tetapi UXnya sungguh masih kurang, sebagai seorang dev, saya rasa validasi saat login untuk email tidak perlu per input, tetapi tunggu sudah leave dari field email saja baru di validasi, terus tombol ""Salin"" di laman pembayaran tidak berfungsi, buggy, dan tolong tambahkan validasi kode voucher, hal ini pernah saya sampaikan ke tim bareksa 2 tahun lalu, tapi updates kalian tidak pernah memasukkan ini, padahal kan tinggal validasi ke DB table kode voucher bukan?";3;1.7.2
603;Olivia Hadidjaja;Versi 1.6.3, Android 9, Xiaomi Sudah up to date, tapi setelah sekali buka app, besoknya buka lagi akan berulang kali reload di halaman dashboard, clear data baru bisa buka normal lagi, tolong perbaiki bug ini karna sangat tidak nyaman;3;1.6.3
604;Ery Corniawati;Kenapa aplikasinya di saya selalu crash ya? Bbrp kali uninstall.. install lagi.. 2 hari mau lancar.. selanjutnya.. kaya restart gt.. ngulang2 terus aplikasinya kebuka.. please help..;3;1.7.0
617;Rizky Juliyanto;Setiap baru masuk aplikasi, langsung keluar, mantap lah;3;1.7.0
626;Windy;sering ngeloop berulang2 ke halaman login (padahal sudah login, tp kembali lg ke halaman login sampai berulang-ulang, harus tutup paksa aplikasi kalau tidak akan terus looping), mohon diperbaiki;3;
676;Khuluqil Adhim;Aplikasi masih sering ngeclose sendiri 😔;3;
686;Dwi ika Febriani;Halo bareksa saya baru update kok ini ga bisa akses ya? Sidik jadi ga kedetect pin Juga saya input di bilangnya kesalahan server gimana ini??;3;1.6.3
688;Ecco Widihardja;Update terbaru malah bikin susah login. Please fix it Bareksa.;3;1.6.3
689;Sultan Fajar;Kok setelah update, gak bisa login??;3;1.6.3
701;Dyru;email kok masuk ke spam nya Google? kenapa ini Tim Bareksa;3;1.6.1
705;Hayashi;Menu favorite dan simulasi sering bikin apk crash sendiri;3;
733;Nur Putri Hidayati;Bakal lebih baik kalau bisa jual SBN di pasar sekunder melalui bareksa;3;
737;Theresia Sirait;Mengubah data diri seperti email dan nomor handphone harus dilakukan via E-mail. Selain itu, penarikan data ke rekening membutuhkan waktu 2-7 hari kerja. Tidak efisien.;3;1.4.5
741;Agie Nogo;Minta update mulu. Baru berapa hari, uda update lagi.;3;1.4.4
742;Farih Fakhrian;"Waktu verifikasi pembelian ""maksimal 2 hari"". Itu maksimal, tapi jgn di pas 2 hari terus juga tiap transaksi. Beberapa kali transaksi semuanya nunggu waktu maksimal 2 hari untuk transaksinya. Kl bisa lebih dipercepat donk...";3;1.4.4
752;ThreeLetters Only;The SBN page is impossible to load, i have purchased SBN at bareksa and now I can't check it;3;1.4.3
760;Reza Prasetyo;Cannot login using samsung pass;3;1.4.2
765;Sumber Info;Aplikasi lengkap pilihan hanya kurangin dong errornya;3;1.4.2
766;Darwin Darwin;Cannot buy SBN, account need to verify but already 2 weeks and it still in process. I use this because it easy to use but now it easier go to the bank. Already contact CS and only got general reply. Edit: my problem already solve, but because it already take too long. I give 3 star because CS will not help you if you have problem;3;1.4.2
784;Pandu Maulana Adam;Kenapa harus sub registry untuk membeli sbn?data registrasi ke bareksa lebih banyak, kenapa harus registrasi lagi?;3;1.4.0
785;Muhamad Faiz;Tolong diperbaiki bug saat edit profil untuk ganti alamat, selalu minta required field;3;1.4.0
805;Dhana Strata Nusantara;Slow respon and progress for buy.;3;1.3.0
829;irvan vanilla;user friendly;3;1.0.78
842;Levi Salvian;Mungkin bisa ditambahkan fitur deposit saldo (seperti saldo pada bukalapak atau tokocash pada tokopedia) atau menambah beberapa rekening bank seperti BNI karena untuk yang tidak memiliki rekening bca, harus bayar 6500 untuk sekali transfer itu berat (malah rugi apabila rutin setiap bulan dengan dana yg sedikit);3;1.2.0
851;ayfeini teja;min, kenapa setelah update sy jd tidak bisa cairkan reksadana?;3;1.2.0
867;Rakhmat Hanifudin;Harusnya bisa ditambah fitur langganan lewat ovo atau layanan finansial lain.;3;1.1.1
876;我 是 _noob players;I wish this apps can update new version and support payment by Link Aja, Dana and Doku... Thx a million.. Semoga metode pembayaran nya ditambah bisa pake Dana, Link Aja sama Doku... Terimakasih;3;1.1.0
918;Johan Varian Alfa;Bagus secara aplikasi dan aman untuk berinvestasi. Namun proses penjualan cukup lama dibandingkan aplikasi investasi sebelah. Bahkan ketika proses penjualan dinyatakan berhasil, masih ada jeda waktu hingga nilai investasi yg dijual tersebut masuk ke rekening.;3;1.1.0
946;Mahatma Chakra;Di masa Pandemi ini sering banget minta update, kalau bisa jangan sering-sering, dan kalau update tolong ada perubahan yang signifikan bukan hanya update tampilannya saja;3;1.0.79
966;Miftahul;Kenapa harus ada bukti SS konfirmasi pembayaran?, Bukannya sudah otomatis?, Platform sebelah tanpa pakai SS?🙄;3;1.0.79
972;Dimas Perdana;Kenapa transaksinya hanya menggunakan BCA. Buat kami yang bukan nasabah BCA merasa tersulitkan. Lebih baik tambahkan bank2 lain semisal BRI, BNI, Mandiri;3;1.0.79
977;Suwir Wong;Beli reksadana sudah prosesnya lebih dari 24 jam masih belum selesai juga😑😑😑 bukannya seharusnya instan??kl ngk instan buat apa online??;3;1.0.79
1013;Rosvita Sari;Please payment via gopay.;3;
1021;Melany Sari;Secara overall aplikasi ok, tapi pelayanan terhadap keluhan lewat email tidak ditanggapi. Jadi agak kuatir juga kalau transaksi tidak berjalan dengan benar, tidak bisa diklarifikasi atau tidak diperbaiki.;3;1.0.77
1049;Hermansyah Emir Faisal;transactions verification is sluggish;3;
1056;P3D_Stefanus Adi Nugroho;Notification has bug.;3;1.0.75
1074;Ananda Patria;Min koq gak bisa daftar ya, setelah no NIK terus gak ada kelanjutannya;3;1.0.75
1087;Ketut Wasudewa;Saat ini masuk ke aplikasi sangat lama dan kadang tidak berhasil setelah update app terbaru. Device pixel 3A;3;1.0.75
1106;Yohanes A;PIN saya dianggap salah terus.., saat mau ketik lupa pin jg tidak bisa... bagaimana solusinya..., sedangkan pass dan username benar...;3;1.0.74
1108;Windy Dwiyana;"Always says ""pin error"". Meskipun yg d klik adalah tombol ""lupa pin""";3;1.0.74
1112;Muhammad Nizami;"Why i cannot buy gold using in bareksa apps? The products which appears in my bareksa app is only mutual funds and ""SBN"". Please tell me how i could buy the gold through this app. Thank you";3;1.0.74
1120;Olivia M;Used to love the app but now keep getting disconnected from server notification. And fyi I'm using the latest version of the app. Please work on it;3;1.0.73
1133;Zulfikar Annur Ahmad;"I always got error said ""tidak dapat response server"" although my connection is fine and working. Please make the error code to be more clear and give fast suggestion. We dont need cat picture, we need error detail and in-app CS chat. Its so annoying to move to other chat platform just to reach your CS. Luckily I'm only use this for ORI investment in 1mio.";3;1.0.72
1137;Christina Yeri;Baru pertama mencoba. Terima kasih.;3;1.0.72
1146;Adji Aprianto Hadi;Please integrate with Link Aja payment;3;1.0.72
1152;Nathalie Emmanuela;hi bareksa, im confused cause i cant even make my account;3;1.0.72
1174;dwi puji lestari;Pembeliannya itu lho,, luama banget prosesnya 😪;3;1.0.71
1182;Neil Royan;Why, for now i can't connect to the sever?;3;1.0.71
1200;Endah Sasmita;Saya tidak dapat melihat history investasi emas saya sejak dua hari ini. Harusnya langsung muncul di bagian home, tapi tidak ada di manapun. Mohon bantuannya Tim Bareksa.;3;1.0.71
1209;Karina Setiani;Tampilan baru malah enggak bisa beli emas;3;1.0.69
1217;Muhammad Taufikurrahman;Good apps, interface user friendly this but after update bareksa i can't found gold investment menu, can't you explain it or fix it ?;3;1.0.69
1225;Candra Wiguna;Enaknya bisa dibuka di komputer, tapi untuk aplikasinya sendiri tampilannya kuno, dan sering kali gak bisa login, baik dengan sidik jari maupun pin.;3;1.0.69
1229;Rizka Dhini Amaliah;Hallo, saya pengguna Bareksa. Review saya kebanyakan seperti yang tdk berbintang 5. Masalahnya kebanyakan yaitu gabisa login. Itu sangat menyebalkan, karena klo pemula seringnya memantau sehingga pengennya ngelihat terus, tapi karena kendala login yg ga bisa terus akhirnya ngerasa pengen uninstall aja atau pindah ke apps invest lain. Mohonlah operator systemnya Bareksa untuk memperbaiki kendala yg saya liat dikomen review ini pasti masalah gabisa login appsnya. Padahal Bareksa tampilannya ok loh;3;1.0.68
1242;savireh hi;dikit dikit update. riweuh;3;1.0.63
1255;Aditya Bhuwana;Berkali kali tidak dapat response server.. walaupun sudah update aplikasi;3;1.0.69
1264;Syahrul Septa;Mau beli reksadana dengan menggunakan pembayaran ovo namun terkendala limit bulanan 20jt. Ditunggu fitur pembayaran menggunakan virtual account bank agar tidak berpindah hati :);3;1.0.67
1274;Arwinsyah Putra;Bisa naik nunggu hasil dulu;3;1.0.68
1277;Azis Muhammad Ihsan;Ditunggu pembayaran via linkAja, GoPay, DLL...;3;1.0.68
1282;Abu Malik;Baru mulai , saya beri + rating jika saya sudah 1 bulan mencoba;3;1.0.67
1298;Omie Gripio Pratomo;Couldn't Login Either With Finger Print Or PIN Registred. Please solve this problem ASAP.;3;1.0.66
1314;Candra Karina;awalnya ga ada masalah. eh dipaksa suruh update, dan sekarang bareksa emas ga bisa ngeload. bareksa emas juga cuma bisa di aplikasi ga bisa di website. tolonglah ada pilihan yg ga mengharuskan update. New Update: btw masalah sudah terselesaikan dengan membeli hp baru :( apa gara2 hp sebelumnya versi Android 5 hmm;3;1.0.63
1316;Leli Ong;"Aplikasi sering error. Saya uninstall kemudian install kembali juga nga bisa .. layar hilang sendiri. Buka aplikasi bank lain"" normal . Hanya bareksa aza yg error";3;
1317;Von;aplikasinya tuh selalu ga stabil, kalau buka menu bareksa emas selalu lama aksesnya. sekarang setelah update terakhir malah ga bisa kebuka aplikasinya. selalu stuck di splash screen.;3;1.0.66
1321;Kevin Gabriel;Slow respons;3;1.0.63
1335;Yosef;Notifikasi gak bisa dihapus ya..?;3;1.0.63
1394;Caresza Irfanti;Cannot login after update, please help to fix;3;1.0.63
1426;Els;I like the investment details feature. But please add a notification of voucher usage so we can know if the voucher can be succesfully used or not. Thank you!;3;1.0.62
1481;Ayiek Sari;Still a newbie learning on investment. So far it helps with the news and it will be even better if I can top up using Jenius Pay;3;1.0.61
1488;Pendi Lim;Dear admin, i couldn't login with finger print or pin password, any suggest?;3;1.0.61
1516;Benedictus Marcello;Hobi bangett update melulu ya bareksa;3;1.0.60
1530;Rezky Alief Septiawan;Semoga fitur pembelian sbn bisa via aplikasi;3;1.0.57
1533;Ivan Febrianus Oetama;Mohon untuk dapat dicek karena setelah saya update ke versi terbaru, setiap saya mau lihat portofolio selalu keluar terus dan di kolom home ada tulisannya data tidak ditemukan. Sudah saya coba reinstal aplikasinya masih tetap sama seperti itu;3;1.0.58
1537;Fiqy Rabbanisyah;"Ive been tried to log into my account, with finger print either with pin but still it couldnt, while im get into the app, the statement that is written is ""transaksi tidak ditemukan"" and then the application closes suddenly.";3;1.0.58
1541;Hari Rezky Putra Kusman;Latest update ada bugnyaz gak bisa buka portoflio ni;3;1.0.58
1543;ahmad sururi;Update terakhir, banyak data yang tidak reload. Home dan profil saya jadi blank;3;1.0.58
1544;syauqi antar rabbani;After update to the latest version, apps doesn't work well. Pls fix;3;1.0.58
1564;Irene Shofia;Hi Bareksa, kenapa portfolio SBN dihilangkan kembali di versi terbaru Bareksa? Pengalihan portfolio SBN yang hanya bisa dilihat di website cukup menyusahkan user karena kami harus log in akun Bareksa kembali di website. Tolong disatukan saja seperti versi terdahulu, jangan dipisah-pisah.;3;1.0.57
1566;Denny Tjiputra;Sering tidak dapat sms verifikasi, jadi proses jual beli sering terlambat;3;1.0.56
1569;Adhi Rohman Tri Widagdo;Dikirain bisa beli reksadana USD.. Ternyata zonk..;3;1.0.56
